"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Nguyen T.N.; Downar T.; Vilim R.","Nguyen, Tat Nghia (56299501700); Downar, Thomas (7004043533); Vilim, Richard (6603914360)","56299501700; 7004043533; 6603914360","A probabilistic model-based diagnostic framework for nuclear engineering systems","2020","Annals of Nuclear Energy","149","","107767","","","","25","10.1016/j.anucene.2020.107767","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089731887&doi=10.1016%2fj.anucene.2020.107767&partnerID=40&md5=e97573549dbeb02dd04cc6de903d98c8","A fault diagnostic framework was investigated in this study for applications in thermal–hydraulic systems of nuclear power plants. The proposed framework consists of quantitative model-based diagnosis, statistical change detection and probabilistic reasoning. The use of physics-based diagnostic models provides high detection sensitivity and allows noise and measurement uncertainty to be incorporated robustly. Performance-related parametric models for each component are constructed based on first principles. Numerical model residuals are generated using the concept of analytical redundancy. Statistical change detection methods are employed to detect non-zero residuals in the presence of uncertainty. The diagnosis task is performed using Bayesian inference to detect and localize possible faults. Application to a single-phase heat exchanger for demonstration showed that the proposed probabilistic framework can provide improved results in comparison with traditional approaches while remaining less sensitive to false alarms in the presence of measurement and modeling uncertainty. © 2020","Bayesian network; Model-based diagnosis; Probabilistic reasoning; Statistical change detection; Thermal–hydraulic systems","Bayesian networks; Fault detection; Hydraulic equipment; Inference engines; Nuclear fuels; Uncertainty analysis; Detection sensitivity; Measurement uncertainty; Probabilistic framework; Probabilistic modeling; Probabilistic reasoning; Quantitative modeling; Statistical change detections; Traditional approaches; Nuclear power plants","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85089731887"
"Gálvez A.; Diez-Olivan A.; Seneviratne D.; Galar D.","Gálvez, Antonio (57220835222); Diez-Olivan, Alberto (57193453930); Seneviratne, Dammika (56252663500); Galar, Diego (44060955300)","57220835222; 57193453930; 56252663500; 44060955300","Synthetic data generation in hybrid modelling of railway HVAC system","2020","17th IMEKO TC 10 and EUROLAB Virtual Conference ""Global Trends in Testing, Diagnostics and Inspection for 2030""","","","IMEKO-TC10-2020-007","79","84","5","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097716905&partnerID=40&md5=48cdb5fa6d64ae7b1c5e9a18d05efbf0","This paper proposes a hybrid model (HyM) for a heating, ventilation and air conditioning (HVAC) system installed in a passenger train. This HyM fuses data from two sources: data taken from the real system and synthetic data generated using a physics-based model of the HVAC. The physical model of the HVAC was developed to include the sensors located in the real system and new virtual sensors reproducing the behaviour of the system while a failure mode (FM) is simulated. Statistical features are calculated from the selected signals. These features are labelled according to the related FMs and are merged with the features calculated from the data from the real system. This data fusion allows us to classify the condition indicators of the system according to the FMs. The merged features are used to train a neural network (NN), which achieves a remarkable accuracy. Accuracy is a key concern of future research on the detection and diagnosis of a multiple faults and the estimation of the remaining useful life (RUL) through prognosis. The outcome is beneficial for the proper functioning of the system and the safety of the passengers. © Global Trends in Testing, Diagnostics and Inspection for 2030.All rights reserved.","Fault detection; Fault modelling; Hybrid modelling; Predictive maintenance; Railway; Synthetic data","Data fusion; Fault detection; HVAC; Passenger cars; Railroad transportation; Condition indicators; Detection and diagnosis; Hybrid modelling; Neural network (nn); Physics-based modeling; Remaining useful lives; Statistical features; Synthetic data generations; Air conditioning","Conference paper","Final","","Scopus","2-s2.0-85097716905"
"Cheliotis M.; Lazakis I.; Cheliotis A.","Cheliotis, Michail (57208398186); Lazakis, Iraklis (36806052800); Cheliotis, Angelos (57409141100)","57208398186; 36806052800; 57409141100","Bayesian and machine learning-based fault detection and diagnostics for marine applications","2022","Ships and Offshore Structures","17","12","","2686","2698","12","19","10.1080/17445302.2021.2012015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122664216&doi=10.1080%2f17445302.2021.2012015&partnerID=40&md5=8947f387ab3b5477cb6e8f647289cc4c","Marine maintenance can improve ship performance by leveraging predictive maintenance, Machine Learning and Data Analytics. This paper aims to enrich the literature, by developing a novel framework for ship diagnostics based on operational data and the probability of faults. Moreover, the framework can identify the root cause of developing faults avoiding black-box Neural Networks, and complex physics-based models. This research integrates Machine Learning-based Fault Detection, Exponentially Weighted Moving Average control charts, and Bayesian diagnostic networks which allow the examination of the rate of development (fault profile) of faults and failure modes. For validation, the case study of a marine Main Engine is used to examine faults in the engine’s Air Cooler and Air and Gas Handling System. It is concluded that any simultaneous abnormal deviations in the Main Engine’s Exhaust Gas Temperature are more likely to be caused by a fault in the Air and Gas Handling System. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Bayesian networks; Condition monitoring; fault detection; machine learning; ship safety; ship system diagnostics","Condition monitoring; Data Analytics; Fault detection; Machine learning; Marine applications; Materials handling; Neural networks; Predictive analytics; Ships; Air handling systems; Bayesia n networks; Bayesian learning; Faults detection; Gas handling systems; Machine-learning; Ship safety; Ship system diagnostic; Ship systems; System diagnostics; Bayesian networks","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85122664216"
"Zhou X.; Ba J.; Santos J.E.; Carcione J.M.; Fu L.-Y.; Pang M.","Zhou, Xinyang (57223697807); Ba, Jing (13607500700); Santos, Juan E. (7402389192); Carcione, José M. (7006323553); Fu, Li-Yun (35363800800); Pang, Mengqiang (57203838820)","57223697807; 13607500700; 7402389192; 7006323553; 35363800800; 57203838820","Fluid Discrimination in Ultra-Deep Reservoirs Based on a Double Double-Porosity Theory","2021","Frontiers in Earth Science","9","","649984","","","","6","10.3389/feart.2021.649984","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105978999&doi=10.3389%2ffeart.2021.649984&partnerID=40&md5=85d8402250b2081d90719e5c69dc274e","We develop a methodology, based on rock-physics templates, to effectively identify reservoir fluids in ultra-deep reservoirs, where the poroelasticity model is based on the double double-porosity theory. P-wave attenuation, the ratio of the first Lamé constant to mass density (λ/ρ) and Poisson ratio are used to build the templates at the ultrasonic and seismic frequency bands to quantitatively predict the total and crack (soft) porosities and oil saturation. Attenuation on these frequency bands is estimated with the spectral-ratio and frequency-shift methods. We apply the methodology to fault-controlled karst reservoirs in the Tarim Basin (China), which contain ultra-deep hydrocarbon resources with a diverse pore-crack system, low porosity/permeability and complex oil-water spatial distributions. The results are consistent with well-log data and actual oil recovery. Crack porosity can be used as an indicator to find regions with high oil saturation, since high values implies a good pore connectivity. © Copyright © 2021 Zhou, Ba, Santos, Carcione, Fu and Pang.","3D rock-physics template; double double-porosity theory; fault-controlled karst reservoirs; fluid detection; ultra-deep reservoirs","China; Tarim Basin; Xinjiang Uygur; Cracks; Oil well logging; Petroleum reservoir engineering; Petroleum reservoirs; Seismic waves; Ultrasonic applications; 3d rock-physic template; Deep reservoirs; Double double-porosity theory; Double porosity; Fault-controled karst reservoir; Fluid detection; Karst reservoirs; Rock physics; Ultra deeps; Ultra-deep reservoir; hydrocarbon reservoir; hydrocarbon resource; P-wave; permeability; Poisson ratio; porosity; quantitative analysis; seismic attenuation; theoretical study; three-dimensional modeling; ultrasonics; Porosity","Article","Final","","Scopus","2-s2.0-85105978999"
"Zhong Y.; Xiong L.; Yang Z.; Yang J.; Guo K.","Zhong, Yuming (57210698333); Xiong, Lan (7101784786); Yang, Zikang (35220607300); Yang, Jun (59638576200); Guo, Ke (26643393100)","57210698333; 7101784786; 35220607300; 59638576200; 26643393100","Numerical Simulation and Experiment of Small Current DC Arc Considering Copper Vapor Medium; [计及铜蒸气介质的小电流直流电弧仿真与实验]","2020","Diangong Jishu Xuebao/Transactions of China Electrotechnical Society","35","13","","2913","2921","8","13","10.19595/j.cnki.1000-6753.tces.190552","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088652640&doi=10.19595%2fj.cnki.1000-6753.tces.190552&partnerID=40&md5=ff18862fafa5cbdb6e5f4794834e3c84","DC arc faults occur frequently due to factors such as insulation degradation and poor contact of cables. The DC arc can not be extinguished naturally because of no zero-crossing current/voltage so that it may cause device damage or fire. It is important to study DC arc properties for the detection of arc faults and safety protection for electrical appliances. Light spectral test data indicate the presence of copper particle in the arc. Therefore, conductivity-temperature characteristic curves of air containing copper vapor medium is proposed based on the equilibrium plasma theory. Meanwhile, a finite element model of small current air DC arc is built, then the temperature field distribution and the relationship between arc resistance and electrode spacing are obtained. By comparing experimental data and the simulation results, we find that the simulation data are much closer to experimental data when copper vapor is considered than that with pure air medium. When the arc burns stably, both the multi-physics field simulation and the experimental test show the similar temperature field distribution along two electrodes, in addition, the maximum gas temperature of plasma reaches 6 000 K~7 500K. The maximum deviation of arc resistance, versus electrode distance, between the simulation and experiment data is 2.283Ω, namely the relative error is 13.45%. Therefore, the arc simulation model considering copper vapor medium is more rational to study the conductivity properties of DC arc. Research work above provides a theoretical basis for electrical characteristics and temperature characteristics of small current DC arcs. © 2020, Electrical Technology Press Co. Ltd. All right reserved.","Copper vapor; DC arc; Finite element simulation; Plasma; Transport coefficients","Electrodes; Plasma theory; Temperature; Conductivity properties; Electrical appliances; Electrical characteristic; Electrode distances; Equilibrium plasma; Insulation degradation; Temperature characteristic; Temperature field distribution; Copper","Article","Final","","Scopus","2-s2.0-85088652640"
"Li T.; Zhao Y.; Zhang C.; Zhou K.; Zhang X.","Li, Tingting (59445162600); Zhao, Yang (55443372800); Zhang, Chaobo (57206684840); Zhou, Kai (57301148300); Zhang, Xuejun (7410281588)","59445162600; 55443372800; 57206684840; 57301148300; 7410281588","A semantic model-based fault detection approach for building energy systems","2022","Building and Environment","207","","108548","","","","25","10.1016/j.buildenv.2021.108548","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118974408&doi=10.1016%2fj.buildenv.2021.108548&partnerID=40&md5=46a9dbd0092d361506f316ee4c57bb76","In this paper, a semantic model-based approach is proposed for building energy systems fault detection. Its basic idea is to mimic the general intelligence of human experts in understanding massive amounts of operational data of various buildings, and further proposing customized fault detection solutions. A domain ontology is developed to allow computers to understand the prior knowledge of building energy systems fault detection. Classes and properties are developed to formalize all possible configurations in this domain. Semantic rules are proposed to detect the operation problems, control problems, equipment malfunction and sensor failure in building energy systems. These rules are written in abstract syntax. They can be reused in various building energy systems. For a target system, the building data are mapped to the ontology to generate a customized knowledge graph. The knowledge graph captures the physics underlying the system operations. The semantic rules are activated based on the knowledge graph to detect the faults. The proposed approach is demonstrated using the historical data from an industrial building located in Wuhan, China. The results show that the approach is powerful in providing the customized fault detection solutions for different situations. It has high levels of interpretability, reliability and automation. The knowledge graph is automatically updated with new data step by step. The semantic rules are activated if the conditions are satisfied based on the knowledge graph. The fault action mechanisms are captured based on the inference chains of the rules. Experts can find the fault reasons and take actions for commissioning. © 2021 Elsevier Ltd","Building energy system; Fault detection; Ontology; Rule; Semantic model","China; Hubei; Wuhan; Fault detection; Office buildings; Ontology; Semantics; Building energy systems; Detection approach; Faults detection; Knowledge graphs; Model-based fault detection; Ontology's; Rule; Semantic modelling; Semantic rules; System fault detection; building; energy use; knowledge; model; Knowledge graph","Article","Final","","Scopus","2-s2.0-85118974408"
"Zaccaria V.; Fentaye A.D.; Stenfelt M.; Kyprianidis K.G.","Zaccaria, Valentina (56380130600); Fentaye, Amare D. (57191193996); Stenfelt, Mikael (57203983660); Kyprianidis, Konstantinos G. (8155570800)","56380130600; 57191193996; 57203983660; 8155570800","Probabilistic model for aero-engines fleet condition monitoring","2020","Aerospace","7","6","66","","","","22","10.3390/AEROSPACE7060066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087450674&doi=10.3390%2fAEROSPACE7060066&partnerID=40&md5=3b255c24a0661edbeeda1b4eb9e67ea4","Since aeronautic transportation is responsible for a rising share of polluting emissions, it is of primary importance to minimize the fuel consumption any time during operations. From this perspective, continuous monitoring of engine performance is essential to implement proper corrective actions and avoid excessive fuel consumption due to engine deterioration. This requires, however, automated systems for diagnostics and decision support, which should be able to handle large amounts of data and ensure reliability in all the multiple conditions the engines of a fleet can be found in. In particular, the proposed solution should be robust to engine-to-engine deviations and dierent sensors availability scenarios. In this paper, a probabilistic Bayesian network for fault detection and identification is applied to a fleet of engines, simulated by an adaptive performance model. The combination of the performance model and the Bayesian network is also studied and compared to the probabilistic model only. The benefit in the suggested hybrid approach is identified as up to 50% higher accuracy. Sensors unavailability due to manufacturing constraints or sensor faults reduce the accuracy of the physics-based method, whereas the Bayesian model is less aected. © 2020 by the authors.","Bayesian network; Diagnostics; Fleet; Performance model; Turbofan","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85087450674"
"Wang Y.; Xu B.; Wang Y.; Luo C.; Huang Y.; Yang K.","Wang, Yali (57863560200); Xu, Baichuan (57216728022); Wang, Yi (57200054292); Luo, Chaoyueling (57862918400); Huang, Yuhao (57863691800); Yang, Kai (56515756500)","57863560200; 57216728022; 57200054292; 57862918400; 57863691800; 56515756500","Characteristic analysis of multi-source fault information of motor stator","2022","Proceedings of SPIE - The International Society for Optical Engineering","12257","","1225737","","","","0","10.1117/12.2640196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136819106&doi=10.1117%2f12.2640196&partnerID=40&md5=00eeff4aefd4a8492fb039c2b725f490","The damage of stator armature winding inter-turn short circuit fault to motor determines the necessity of reliable and effective diagnosis in the early stage of fault. Most of the existing fault diagnosis methods are based on single fault feature detection by sensors, which is difficult to ensure long-term diagnostic accuracy. Based on the multi-source information fusion theory, this paper conducts a multi-physics coupling simulation of the stator fault by constructing the finite element model of the motor under different working conditions and analyzes the change of the multi-physics characteristics of the motor stator under the inter-turn short-circuit fault. Using electromagnetic, thermal, mechanical, and other characteristic parameters to diagnose stator winding faults can effectively and accurately identify fault types, and greatly improve the reliability of synchronous electronic stator winding fault diagnosis. © 2022 SPIE.","Finite element analysis; Multi-physics coupling; Multi-source fault information characteristics; stator interturn short circuit","Failure analysis; Fault detection; Finite element method; Timing circuits; Winding; Faults information; Finite element analyse; Inter-turn short circuit; Inter-turn short circuit fault; Motor stators; Multi-physics couplings; Multi-source fault information characteristic; Multi-Sources; Source fault; Stator interturn short circuit; Stators","Conference paper","Final","","Scopus","2-s2.0-85136819106"
"Asgari S.; MirhoseiniNejad S.; Moazamigoodarzi H.; Gupta R.; Zheng R.; Puri I.K.","Asgari, Sahar (57217843585); MirhoseiniNejad, SeyedMorteza (57196370665); Moazamigoodarzi, Hosein (57203572656); Gupta, Rohit (57214908906); Zheng, Rong (57203196755); Puri, Ishwar K. (58580790300)","57217843585; 57196370665; 57203572656; 57214908906; 57203196755; 58580790300","A gray-box model for real-time transient temperature predictions in data centers","2021","Applied Thermal Engineering","185","","116319","","","","51","10.1016/j.applthermaleng.2020.116319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096511321&doi=10.1016%2fj.applthermaleng.2020.116319&partnerID=40&md5=8202f924609dcde56f0ce14103cb2897","In response to the need to improve the energy efficiency of data centers (DCs), system designers now incorporate solutions such as continuous performance monitoring, automated diagnostics, and optimal control. While these solutions must ideally be able to predict transient conditions, in particular real time DC temperatures, existing forecasting methods are inadequate because they (1) make restrictive assumptions about system configurations, (2) are extremely time-consuming for real time applications, (3) are accurate only over limited time horizons, (4) fail to accurately model the effects of operating conditions, such as cooling unit operation conditions and server workloads, or (5) ignore important facets of the flow physics and heat transfer that can lead to large prediction errors in extrapolative predictions. To address these deficiencies, we develop a gray-box model that combines machine learning with the thermofluid transport equations relevant for a row-based cooled DC to predict transient temperatures in server CPUs and cold air inlet to the servers. An artificial neural network (ANN) embedded in the gray-box model predicts pressures, which provide inputs for the thermofluid transport equations that predict the spatio-temporal temperature distributions. The model is validated with experimental measurements for different (1) server workload distributions, (2) cooling unit set-point temperatures and (3) the airflow of the cooling units. This gray-box model exhibits superior performance compared to a conventional zonal temperature prediction model and an advanced black-box model that is based on a nonlinear autoregressive exogenous model. An application of the gray-box model involves a case study to detect cooling unit fan failure in a row-based DC cooling system. © 2020","ANN; Datacenter; Fault detection; NARX; Real-time temperature prediction","Cooling; Energy efficiency; Forecasting; Green computing; Neural networks; Object oriented programming; Program processors; Temperature; Automated diagnostics; Autoregressive exogenous models; Performance monitoring; Real-time application; Set-point temperatures; Temperature prediction; Transient temperature; Work-load distribution; Predictive analytics","Article","Final","","Scopus","2-s2.0-85096511321"
"Libeyre F.; Bainier F.; Alas P.","Libeyre, François (57221682179); Bainier, Francis (55813234900); Alas, Pascal (55962410200)","57221682179; 55813234900; 55962410200","A comprehensive modeling of centrifugal compressor vibrations for early fault detection","2020","Proceedings of the ASME Turbo Expo","5","","","","","","2","10.1115/GT2020-15641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099791347&doi=10.1115%2fGT2020-15641&partnerID=40&md5=a6dcfffd378b62c855275806906cf951","In the last decade, the development of machine connectivity has made possible early fault detection with remote analysis of operating data. Solutions aiming to reduce maintenance costs and production losses due to unplanned downtimes were brought to market. These solutions provide with a model of the equipment in healthy conditions using machine learning techniques applied on historical data. During operation a warning is issued when expected and actual measurements do not match. Although these solutions have proven their value to detect abnormal behaviors, they generate a large number of alarms that require resource to be analyzed. Moreover, these solutions rely on a large number of sensors that need to work correctly both for the learning and the monitoring phase. This generates additional maintenance even though these sensors are often not essential to operate the machine. Lastly the solutions are expensive: their application is usually limited to critical machines with risks of production loss. Indeed, they are not economic for a Transmission System Operator that has ensured the availability of its network with redundancy. The objective of the authors was to focus on the monitoring of radial vibrations of centrifugal compressors. Experience proves this is one of the most critical data for early fault detection. The goal was to develop a smart modelling based on historical data using essential parameters influencing rotor-dynamics. As a result, a clear correlation was found between the operating point and the vibration level. That can be easily shown on a centrifugal compressor map. A second-degree polynomial equation was successfully tested. The model equation relies only on two compressor physics parameters: flow coefficient and speed. We discuss in the paper the impact of other essential parameters. The method has been applied on different type of centrifugal compressors, with different bearing technology (magnetic...) or shaft driving equipment (gas turbine, electric motor drive). A fault detection case study using this method is described, eg: vibration variation due to abnormal opening of an anti-surge control valve. In conclusion this method is a simple alternative to usual condition monitoring solutions. Similarly to what was described in the GT2014-25242 for a Predictive Emission Monitoring System [1], equations based on physical parameters prove to be an efficient modelling technique. Moreover, it helps monitoring teams to better understand the underlying relation between parameters. Indeed, to achieve a complete monitoring of a centrifugal compressor health, this method can be combined with first-principle performance models that use the same physical parameters. Copyright © 2020 ASME","Centrifugal compressors and pumps; Compressor; Modeling; Vibration","Centrifugation; Condition monitoring; Digital storage; Electric drives; Electric motors; Energy storage; Fault detection; Gas turbines; Learning systems; Maintenance; Polynomials; Anti-surge controls; Comprehensive model; Electric motor drives; Emission monitoring system; Machine learning techniques; Modelling techniques; Second degree polynomials; Transmission system operators; Centrifugal compressors","Conference paper","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85099791347"
"Shen S.; Lu H.; Sadoughi M.; Hu C.; Nemani V.; Thelen A.; Webster K.; Darr M.; Sidon J.; Kenny S.","Shen, Sheng (59592282400); Lu, Hao (57202072837); Sadoughi, Mohammadkazem (56509466700); Hu, Chao (55702520675); Nemani, Venkat (56688486900); Thelen, Adam (57223873049); Webster, Keith (36657854900); Darr, Matthew (55944267600); Sidon, Jeff (57223861952); Kenny, Shawn (57223856554)","59592282400; 57202072837; 56509466700; 55702520675; 56688486900; 57223873049; 36657854900; 55944267600; 57223861952; 57223856554","A physics-informed deep learning approach for bearing fault detection","2021","Engineering Applications of Artificial Intelligence","103","","104295","","","","186","10.1016/j.engappai.2021.104295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106266134&doi=10.1016%2fj.engappai.2021.104295&partnerID=40&md5=3571fa07de4b9f1d1343cc266f040260","In recent years, advances in computer technology and the emergence of big data have enabled deep learning to achieve impressive successes in bearing condition monitoring and fault detection. While existing deep learning approaches are able to efficiently detect and classify bearing faults, most of these approaches depend exclusively on data and do not incorporate physical knowledge into the learning and prediction processes—or more importantly, embed the physical knowledge of bearing faults into the model training process, which makes the model physically meaningful. To address this challenge, we propose a physics-informed deep learning approach that consists of a simple threshold model and a deep convolutional neural network (CNN) model for bearing fault detection. In the proposed physics-informed deep learning approach, the threshold model first assesses the health classes of bearings based on known physics of bearing faults. Then, the CNN model automatically extracts high-level characteristic features from the input data and makes full use of these features to predict the health class of a bearing. We designed a loss function for training and validating the CNN model that selectively amplifies the effect of the physical knowledge assimilated by the threshold model when embedding this knowledge into the CNN model. The proposed physics-informed deep learning approach was validated using (1) data from 18 bearings on an agricultural machine operating in the field, and (2) data from bearings on a laboratory test stand in the Case Western Reserve University (CWRU) Bearing Data Center. © 2021 Elsevier Ltd","Bearing; Deep learning; Fault detection; Health monitoring; Physical knowledge","Bearings (structural); Condition monitoring; Deep neural networks; Fault detection; Bearing; Bearing fault; Convolutional neural network; Deep learning; Faults detection; Health monitoring; Learning approach; Neural network modelling; Physical knowledge; Threshold modeling; Health","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85106266134"
"Du B.; Zhang G.; Wang L.; Yong X.; Wang T.","Du, Bingyi (56384119300); Zhang, Guangzhi (7405270543); Wang, Lei (56985221500); Yong, Xueshan (8904534000); Wang, Tengfei (57222567555)","56384119300; 7405270543; 56985221500; 8904534000; 57222567555","Research and application of micro-fault system detection based on machine learning; [基于机器学习的复杂储层微小断裂系统识别方法研究与应用]","2021","Geophysical Prospecting for Petroleum","60","4","","621","631","10","7","10.3969/j.issn.1000-1441.2021.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111617155&doi=10.3969%2fj.issn.1000-1441.2021.04.011&partnerID=40&md5=83fe619fac443f910637c7f2a8181f03","The development of micro-fault systems is one of the main factors determining the existence of complex reservoirs.These types of reservoirs are characterized by a complex spatial distribution and pronounced heterogeneity.Moreover, in these reservoirs, the identification of micro-fault systems is difficult.Consequently, detection and comprehensive prediction are the main research directions in the exploration and development of complex reservoirs.In this study, a novel detection method for micro-fault systems based on machine learning was proposed.The method accounts for rock-physics anisotropy and the selection of sensitive attributes.First, an anisotropic rock physics model was built based on the complex reservoir properties.The curves of elasticity and anisotropy can be estimated from well data.The gradient of anisotropy is a parameter that is sensitive to micro-fault development.Subsequently, the seismic structural attributes were extracted from post-stack seismic data, and seismic optimization was carried out using a correlation clustering algorithm, which was used to select attributes sensitive to faults and fractures.Finally, the attribute set and micro-fault system index factor as the input data were applied to establish the non-linear mapping using a support vector machine, which is a type of machine learning algorithm.The micro-fault system index factor, which was used to describe properties of the micro-fault system, was estimated by nonlinear mapping.A test on actual data from a complex, fault-fractured carbonate reservoir in the Sichuan Basin, southwestern China, yielded predicted micro-fault system characteristics that were consistent with available geological information.In addition, the result agreed well with a log interpretation, confirming that the proposed method can provide support for reliable predictions micro-fault systems on complex reservoirs. © 2021, Science Press. All right reserved.","Complex fault-fractured reservoir; Fault detection; Machine learning; Reservoir prediction; Rock physics; Seismic attributes; Support vector machine","","Article","Final","","Scopus","2-s2.0-85111617155"
"Zhang X.; Jiang Y.; Huang P.; Guo X.; Chen W.","Zhang, Xuexia (35752650300); Jiang, Yu (57226557987); Huang, Ping (57222386805); Guo, Xueqing (57222388329); Chen, Weirong (7409642932)","35752650300; 57226557987; 57222386805; 57222388329; 7409642932","A Review of Fault-tolerant Control Methodology on Proton Exchange Membrane Fuel Cell; [质子交换膜燃料电池容错控制方法综述]","2021","Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering","41","4","","1431","1444","13","19","10.13334/j.0258-8013.pcsee.201082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102589845&doi=10.13334%2fj.0258-8013.pcsee.201082&partnerID=40&md5=663221e525d013f2c6ecd2b7d69e6156","Proton exchange membrane fuel cell (PEMFC), as an efficient and eco-friendly energy conversion device, has a broaden prospect on industrial application. However, the characteristics of multi-auxiliary systems and the multiphysics coupling phenomenon during operation make water management issues, thermal management failure, and reactant starvation and so forth easy to occur as well as hard to control in PEMFC. To eliminate the faults effectively and in time while maintaining the performance and improving the durability, the fault tolerant control (FTC) methodology with the superiorities of real-time and online characteristics, and high-diagnostic accuracy, is employed to optimize PEMFC operation. The FTC methodology can be divided into two parts of fault diagnosis and control redesign. Model-based and non-model-based fault diagnosis methods were reviewed in this paper, their merits and demerits were concluded as well, respectively. The function and necessity of the controller-regulating module and the decision-making module were introduced in the form of structure diagram. The existing studies of the FTC applied to PEMFC systems were reviewed as well. Finally, in the PEMFC field, the improvements needed for the existing studies and the prospects of the FTC were summarized. © 2021 Chin. Soc. for Elec. Eng.","Control redesign; Fault diagnosis; Fault tolerant control; Proton exchange membrane fuel cell; Real-time and online characteristics","Conversion efficiency; Decision making; Energy efficiency; Failure analysis; Fault detection; Fault tolerance; Auxiliary systems; Diagnostic accuracy; Energy conversion devices; Fault tolerant control; Model-based fault diagnosis; Multi-physics couplings; Reactant starvations; Structure diagrams; Proton exchange membrane fuel cells (PEMFC)","Review","Final","","Scopus","2-s2.0-85102589845"
"Qing W.","Qing, Wu (56386422500)","56386422500","Global Practice of AI and Big Data in Oil and Gas Industry","2021","Machine Learning and Data Science in the Oil and Gas Industry: Best Practices, Tools, and Case Studies","","","","181","210","29","12","10.1016/B978-0-12-820714-7.00009-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121630092&doi=10.1016%2fB978-0-12-820714-7.00009-1&partnerID=40&md5=b63b7fcea7284f395e16bc9ae669e4ea","This chapter introduces typical cases of artificial intelligence and big data application in oil and gas industry. In the upstream field, it introduces how to combine digital rock physics with big data and AI to optimize recovery efficiency. Digital core (also known as digital petrophysics—DRP) technology enables more reliable physical information about pore-scale multiphase flows to determine the cause of low recovery and provides new ways for different injection solutions to improve reservoir performance. Combined with digital rock technology and AI, we can integrate the characteristics of digital rock databases into logging and well data, and use a variety of advanced classification techniques to identify the remaining oil and gas potential. Through the multi-phase flow simulation, the multi-scale model can predict the best injection method for maximum recovery under different conditions and propose possible solutions to optimize crude oil production. In the downstream field, the application of AI and big data analysis in planning and scheduling systems, process unit optimization, preventive maintenance of equipment, and other aspects is introduced. Among them, the molecular-level advanced planning and scheduling system (MAPS) can realize the cost performance measurement under different production schemes for potential types of processable crude oil, which is conducive to more accurate selection of crude oil and prediction of crude oil properties. In addition, the whole process simulation can be used to understand the product quality changes under different crude oil blending schemes and different unit operating conditions, which is conducive to timely adjusting the product blending schemes according to economic benefits or ex-factory demands. The operation conditions of secondary units and even the properties of mixed crude oil can be deduced according to different product quality requirements. In the process of optimization, the Continuous Catalytic Reforming (CCR) unit in the refinery process, for example, introduces the application of large data analysis, including correlation analysis, single index detection, multidimensional data anomaly detection, and the parameters of the single objective optimization, a multi-objective parameter optimization analysis, unstructured data analysis, and forecast analysis based on material properties. Good practices in CCR units have also been extended to other oil refining and chemical units, such as Fluid Catalytic Cracking (FCC) and ethylene cracking. In terms of equipment preventive maintenance, it introduced how to integrated application of Internet of things, deep machine learning, knowledge map and other technology to build real-time and on-line distributed equipment health monitoring and early warning system, for early detection of equipment hidden danger, early warning, early treatment of providing effective means, guarantee equipment run healthy and stable for a long period of time, to reduce unplanned downtime losses. In particular, the establishment of equipment prediction model based on time series and AI can realize effective monitoring and early warning of equipment faults such as shaft displacement, shaft fracture, shell cracking, power overload, and prediction of equipment remaining life. © 2021 Elsevier Inc. All rights reserved.","artificial intelligence; big data; CCR unit; correlation analysis; crude oil property prediction; crude oil selection; digital core; digital rock physics; distributed equipment health monitoring system; early warning system for equipment fault monitoring; equipment preventive maintenance; ethylene cracking unit; FCC unit; molecule advanced planning and scheduling; multiphase flow physics information; oil recovery; parameters optimization analysis; prediction analysis; process optimization; residual life prediction for equipment; system (MAPS); the anomaly detection; time series","","Book chapter","Final","","Scopus","2-s2.0-85121630092"
