"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Fault detection in wireless sensor networks with deep neural networks","2023","Journal of Military Science and Technology","","","","27","36","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195955075&partnerID=40&md5=4627ea8fc4f54a63c2039e59083826be","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85195955075"
"","","","Rotating machinery fault detection using a new version of intrinsic time-scale decomposition[J]","2023","IEEE Sensors Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009306697&partnerID=40&md5=dc89a9da21f11b6f3620253c7b107703","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105009306697"
"","","","IoT based Underground Cable Fault Detection","2023","Int. J. of Sci. Res. in Engr. and Mgmt (IJSREM)","7","5","","1","4","3","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209688485&partnerID=40&md5=1171483502fb24f9f384d1e8e1197ed8","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85209688485"
"","","","Federated learning-based anomaly detection for predictive maintenance of industrial equipment","2023","Sensors","23","17","","7331","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002846224&partnerID=40&md5=0cf9a02f07f3c6f3a7efb98d271a56ad","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002846224"
"","","","AIoT and AR/VR Integration in Industrial IoT: Case Studies in Predictive Maintenance","2023","International Journal of Industrial Engineering","35","4","","301","318","17","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004627956&partnerID=40&md5=654a00e8249407a2f58be80494ff5947","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004627956"
"","","","Multi-sensor fault diagnosis for misalignment and unbalance detection using machine learning","2023","IEEE Trans. Ind. Appl.","1","1","","1","12","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201097920&partnerID=40&md5=f036ce692f530d457c224ca9038e63a0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85201097920"
"","","","","2023","A Hybrid Approach for Predictive Maintenance in Smart Factories Using IoT and Machine Learning","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010198253&partnerID=40&md5=79d6fe014ee26a354898fc69d75764e7","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010198253"
"","","","Advanced artificial intelligence techniques for real-time predictive maintenance in industrial IoT systems: a comprehensive analysis and implementation","2023","J Ind Inf Integr","30","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007917762&partnerID=40&md5=49f8e22bf58802d9afbdda6ac8290d0f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105007917762"
"","","","Predictive maintenance & asset performance market report 2023–2028","2023","Retrieved from IOT Analytics","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003636471&partnerID=40&md5=0e6862c6a0e508c55e35fe1f3bd8c464","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105003636471"
"","","","Fault Detection and Localization in Industrial IoT Systems using Deep Learning","2023","Res. J. Comput. Syst. Eng","4","","","1","7","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205347261&partnerID=40&md5=4c9ab5409bf5c8b6383c1d8f03530840","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85205347261"
"","","","Generative adversarial network-based fault detection in semiconductor equipment with class-imbalanced data","2023","Sensors","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008492715&partnerID=40&md5=103ae25e256dbe523054d15e289af571","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008492715"
"","","","","2023","Estimating Types ofFaults on Plastic Injection Molding Machines from Sensor Data for Predictive Maintenance","","","","1","11","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203690673&partnerID=40&md5=55111aab0b9a2a67b3e4d3a695a2b816","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85203690673"
"","","","Predictive maintenance of aircraft components based on sensor data-driven approach: A review","2023","Int. J. Res. Appl. Sci. Eng. Technol","11","","","1338","1345","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002559654&partnerID=40&md5=d7cc4923635180f841b6259e00707e2c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002559654"
"","","","An Online Anomaly Detection Approach for Fault Detection onFire Alarm Systems","2023","Sensors","","","","10","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191162029&partnerID=40&md5=67d32cf8e05c191e95862e09f8757350","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85191162029"
"","","","Fault detection experiment of unbalanced voltage and air gap eccentricity on induction motor using a flux sensor","2023","Journal on Advanced Research in Electrical Engineering","7","1","","20","27","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188639856&partnerID=40&md5=65b2486fd17cd9a9c7b5cdcb11617202","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85188639856"
"","","","Utilization AI for predictive maintenance in IoT-enabled industrial systems","2023","Journal of Artificial Intelligence and Development","2","2","","47","51","4","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005382070&partnerID=40&md5=3ef1603508811b746d17c0d052b3db18","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105005382070"
"","","","IoT-based predictive maintenance for energy systems","2023","IEEE Access","10","","","25431","25442","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001116982&partnerID=40&md5=a05f1d73aeb94c2f4b4d0b68397da14f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001116982"
"","","","Development of an IoT based industrial fault detection and diagnosis system","2023","Asian Journal For Convergence In Technology (AJCT) ISSN-2350-1146","9","1","","18","22","4","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010185107&partnerID=40&md5=0c61599230e8a25291d9d196a7850047","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010185107"
"","","","Review on IOT based Transmission Line Fault Detection[J]","2023","International Journal for Research in Applied Science and Engineering Technology","11","4","","2554","2556","2","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191342806&partnerID=40&md5=d08910dac298abcf659c4e5551d7537e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85191342806"
"","","","","2023","Industrial IoT Wireless Predictive Maintenance Sensor V3","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002238024&partnerID=40&md5=c402c22c0d0595d87a0274a73fe722c8","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002238024"
"","","","Estimating SoC, SoH, or RuL of rechargeable batteries via IoT: a review","2023","IEEE Internet of Things Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216525160&partnerID=40&md5=4ce020ce72f33b8ab8aae015952aefc7","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85216525160"
"","","","Leveraging Transformer Models for Predictive Maintenance of IoT-Enabled Devices","2023","Proceedings of IEEE Internet of Things Conference","","","","522","528","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010694570&partnerID=40&md5=a16bc58b376dd19759809ceae7c23238","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010694570"
"","","","GRU-based predictive maintenance for industrial IoT: A case study on manufacturing","2023","Springer Journal of Artificial Intelligence in Industrial Systems","17","1","","45","56","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002730970&partnerID=40&md5=c71424905d8fac40a941baf43243ef63","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002730970"
"","","","","2023","A poisson hidden markov model and fuzzy based chicken swarm optimization algorithm for efficient fault node detection in wireless sensor network","1","","","1","12","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195782065&partnerID=40&md5=168fbebb0e99e36bec60054c285fd37c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85195782065"
"","","","Energy-aware and Context-aware Fault Detection Framework for Wireless Sensor Networks","2023","JOWUA","14","","","3","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203823676&partnerID=40&md5=9ea8bd0e52c67669a28496ba301c12af","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85203823676"
"","","","Sensor-fault detection, isolation and accommodation for natural-gas pipelines under transient flow","2023","Under review","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207690436&partnerID=40&md5=f009dfb6cfecb15fb1986f9fe896c679","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85207690436"
"","","","AI-powered IoT-based oxygen cylinder tracking and predictive maintenance system for healthcare facilities","2023","JMIR Med. Inform.","25","4","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204580068&partnerID=40&md5=842b99045b897450806c6943025c4f7e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85204580068"
"","","","Advanced Artificial Intelligence Techniques for Real-Time Predictive Maintenance in Industrial IoT Systems: A Comprehensive Analysis and Framework","2023","Journal of AI-Assisted Scientific Discovery","3","1","","271","313","42","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206076799&partnerID=40&md5=b116485b01c8031d948e220f4411072a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85206076799"
"","","","Predictive Maintenance in Precision Agriculture using Machine Learning and IoT","2023","IEEE Transactions on Sustainable Agriculture","X","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208812830&partnerID=40&md5=174494331e9d91b8afeb93bb64a9cd22","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85208812830"
"","","","Sensor fault detection in photovoltaic systems using ensemble learning-based statistical monitoring chart","2023","","","","","1","6","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010616678&partnerID=40&md5=0a0a6074a1584bcd2de9c7e7d3d6ca78","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010616678"
"","","","Predictive maintenance in IoT-enabled smart grids","2023","J. Indust. Inform. Integr.","11","3","","300","317","17","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203174791&partnerID=40&md5=b98d7ed5fcb8143468a889c70794c7dd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85203174791"
"","","","","2023","Predictive maintenance model based on anomaly detection in induction motors: A machine learning approach using real-time iot data","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010813511&partnerID=40&md5=20929b27e714ae44ce4748923ee2f398","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010813511"
"","","","Predictive Maintenance Framework for Industrial IoT Applications with Convolutional Neural Networks","2023","IEEE Transactions on Industrial Electronics","70","2","","1122","1130","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010675848&partnerID=40&md5=94c7acb6bd58aebd2542638a69fc3ea4","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010675848"
"","","","","2023","The Impact of IoT on Predictive Maintenance in Industrial Applications","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200967984&partnerID=40&md5=0014d735b675e2e126537ac8941f3535","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85200967984"
"","","","Optimizing solar PV system maintenance using predictive analytics and IoT technologies","2023","Energy","245","","","900","917","17","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001262019&partnerID=40&md5=7001392f94e4fe111041e2bddb9f7ec2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001262019"
"","","","Thermal Imaging Detection Device Based on Infrared Photoelectric Sensor and Its Application in Fault Detection of Transformer Bushing Insulation [J]","2023","Journal of Nanoelectronics and Optoelectronics","18","6","","729","735","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208449836&partnerID=40&md5=c8ab168a3e7c9780c14f556d33acfa4e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85208449836"
"","","","Edge computing-oriented lightweight arc fault detection model for IoT-enabled circuit breakers","2023","IEEE Internet Things J","10","","","6543","6554","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008983306&partnerID=40&md5=ab62cdfda36a993b49496bfb70caea23","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008983306"
"","","","An Advanced Smart Home Automation System Featuring Real-Time Fault Detection via IoT","2023","Future Generation Computer Systems","145","","","424","434","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008990061&partnerID=40&md5=a2012a58c5d8b9adcd529db3167add4f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008990061"
"","","","Machine learning-enhanced fault detection in redundant sensor networks","2023","Structural Control and Health Monitoring","30","4","","2847","2863","16","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007309446&partnerID=40&md5=08368779da97eeaf0bd319d22f760d41","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105007309446"
"","","","Hybrid Deep Learning for Real-Time Fault Detection in Large-Scale Wireless Sensor Networks","2023","IEEE Trans. Netw. Serv. Manag","20","","","88","102","14","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008902528&partnerID=40&md5=53db5ba82d759fc532daf6627546c68b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008902528"
"","","","Multi-sensor data fusion in predictive maintenance using deep learning: A review","2023","Mech. Syst. Signal Process","191","","","109050","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010311307&partnerID=40&md5=5af9bd0c9d361abaf6238b3ed5e5b5c5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010311307"
"","","","A framework for IoT-based predictive maintenance and real-time data analytics in smart cities","2023","IEEE Transactions on Industrial Informatics","19","","","526","535","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004899951&partnerID=40&md5=3b1acf40f2fae6da253087b56d648778","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004899951"
"","","","IoT-based fault detection and diagnosis in solar photovoltaic systems using machine learning techniques","2023","IEEE Access","11","","","4458","4467","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001340173&partnerID=40&md5=97e06f7065331a1351d6098ed8100daf","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001340173"
"","","","Automated Fault Detection and Diagnosis of Airflow and Refrigerant Charge Faults in Residential HVAC Systems Using IoT-Enabled Measurements","2023","","","","","1","18","17","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202790080&partnerID=40&md5=67005fab429d0d8c72199fa7647e178a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85202790080"
"","","","Predictive maintenance of medical equipment with digital twins: A review","2022","Sensors","22","4","","1331","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194373124&partnerID=40&md5=0e051ab1c4614428b5cdacb1e272b363","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85194373124"
"","","","IoT-driven power quality monitoring and fault detection in smart homes","2023","J. Building Eng.","45","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216589521&partnerID=40&md5=e564b7ccbb4b70585e596c7716f5bfaa","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85216589521"
"","","","A fault tolerant surveillance system for fire detection and prevention using LoRaWAN in smart buildings","2022","Sensors","22","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178497941&partnerID=40&md5=a5fe4dc1935858304016b3794a6d3c73","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85178497941"
"","","","","2022",". FDCD: Fault Detection Method in Clustered WSN Based on Distributed Mode, *Ad Hoc & Sensor Wireless Netw.*","52","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010457919&partnerID=40&md5=3cb3eb9eda19b8bd401c63d7398c8848","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010457919"
"","","","Semantics-aware active fault detection in IoT","2022","Proc. IEEE WiOpt","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168813857&partnerID=40&md5=0ccbdc1fcd67a46f3fe8a9395a187a55","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85168813857"
"","","","Real-time fault detection and condition monitoring for industrial autonomous transfer vehicles utilizing edge artificial intelligence","2022","Sensors","22","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179009916&partnerID=40&md5=95ae7de1383cb77a86b74aa6f0243a19","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85179009916"
"","","","A Novel Approach to Microgrid Fault Detection Using Empirical Mode Decomposition","2022","Applications of Networks, Sensors and Autonomous Systems Analytics","","","","103","111","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136205053&partnerID=40&md5=ef4b25ce7e55d79400c99754230cc364","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85136205053"
"","","","IoT-integrated predictive maintenance framework for dairy processing units","2022","International Journal of Smart Manufacturing Systems","15","2","","87","96","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005386412&partnerID=40&md5=7321c93e518dd8b58dea47d0c30e661a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105005386412"
"","","","Estimating Types of Faults on Plastic Injection Molding Machines from Sensor Data for Predictive Maintenance","2023","Artif. Intell. Theory Appl","3","","","1","11","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000716540&partnerID=40&md5=39fc1d1468d3835436c6601e2be6852b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105000716540"
"","","","Unify Street Light Fault Detection and Location Tracking Contingent on IoT","2023","International Journal of Creative Research Thoughts (IJCRT)","11","11","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214790627&partnerID=40&md5=e77c716a3c23193e1a82c75c164d00f9","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85214790627"
"","","","AHU sensor minor fault detection based on piecewise ensemble empirical mode decomposition and an improved combined neural network","2022","Sci. Technol. Built Environ.","","","","1","17","16","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172862481&partnerID=40&md5=0207f05cc553aae83f15dccad76fdc77","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85172862481"
"","","","Neural network fault detection in IoT-enhanced solar trackers.","2022","AI in Energy.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005130271&partnerID=40&md5=1b878e8cfa38700fdda5131607451a10","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105005130271"
"","","","IoT based Underground Cable Fault Detection","2022","Int. Res. J. of Mod. in Engr. Tech. and Sc. (IRJMETS)","4","3","","2189","2193","4","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209650745&partnerID=40&md5=58d706e47e36283185bca601326a3939","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85209650745"
"","","","","2022","Some Advanced Ensemble Based Investigations in Predictive Maintenance for Industrial IoT Solutions","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199769876&partnerID=40&md5=db16259ba9f8f902a7648bf3242619ee","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85199769876"
"","","","Hybrid CNN-LSTM Networks for Predictive Maintenance in Industrial Systems","2023","Sensors","23","","","912","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218986213&partnerID=40&md5=eba5b7a477490503d5ad828d847f7d2d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85218986213"
"","","","Sensor-based detection of electrical equipment faults","2023","Woodwork Mach Tools","3","","","12","15","3","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218449754&partnerID=40&md5=3bd5cef88c2bae2dd8d626d1cfcc2a51","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85218449754"
"","","","Comparative study of generative adversarial networks for sensor data generation-based remaining useful life classification","2023","Hybrid Computational Intelligent Systems","","","","329","343","14","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000237062&partnerID=40&md5=05fd881a8df88790788ab6a98be012d3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105000237062"
"","","","Predictive maintenance in urban water systems using iot and digital twins","2023","Water Research","215","","","118254","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000030014&partnerID=40&md5=db21ab52411e95cafb4faa94494b93e7","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105000030014"
"","","","","2023","IoT In Predictive Maintenance: What To Know","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213303326&partnerID=40&md5=3f8195b41095b4ed034ce150dd590fbd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85213303326"
"","","","","2022","Ind2ustrial IoT wireless predictive maintenance sensor","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180275611&partnerID=40&md5=5a28dd0e7dd6f445f68c7633001c2bb2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85180275611"
"","","","","2022","Vibration-based Fault Detection System with IoT Capabilities for a Conveyor Machine","19","9","","7","24","17","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178373459&partnerID=40&md5=f9e6a1f230a66cbdf02e1e371b350fe9","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85178373459"
"","","","Edge computing-enabled IoT-based oxygen cylinder tracking system for real-time monitoring and predictive maintenance in healthcare","2022","J. Healthc. Eng.","23","5","","508","522","14","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204514566&partnerID=40&md5=404d061eea2b9f2f0ab7a47ce9d93520","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85204514566"
"","","","Efficient Fault Detection in Smart Grids using LoRaWAN Technology","2022","IEEE Sensors Journal","21","10","","4321","4332","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010478862&partnerID=40&md5=bd510e96f6c48366bdecc10f8b1981c5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010478862"
"","","","Intelligent Street Lighting Management System with Predictive Maintenance and Energy Saving Functions","2022","Sensors","22","3","","943","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206630905&partnerID=40&md5=4ab3ab873efd1da4f15719345e6b0895","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85206630905"
"","","","","2022","Transmission Line Fault Detection Using IoT","","8059","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205533732&partnerID=40&md5=94e8f53ab92a7766b162eae92d038e8d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85205533732"
"","","","Output-only measurements for fault detection of multi-actuator systems in motion control applications","2022","Ieee Sensors Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167790140&partnerID=40&md5=81ac1c6864907cc9e2b5f84517458134","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85167790140"
"","","","IoT Based Railway Track Faults Detection and Localization Using Acoustic Analysis","2022","International Advanced Research Journal in Science, Engineering and Technology","4","2","","145","148","3","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008340545&partnerID=40&md5=454c8f376dd30f0648aaed7895c4356e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008340545"
"","","","What is IoT predictive maintenance and gateway-based solutions?","2023","DusunIoT","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186541429&partnerID=40&md5=a015908ad45ba7107fd00f30faa5a0f1","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85186541429"
"","","","Multi-sensor signals multi-scale fusion method for fault detection of high-speed and high-power diesel engine under variable operating conditions","2023","Eng. Appl. Artif. Intell.","","","","126","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183295830&partnerID=40&md5=e55179b56f8fd421e54007ded627f031","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85183295830"
"","","","Real-Time Monitoring and Predictive Maintenance for Marine Vessels Using IoT and Machine Learning","2022","IEEE Internet of Things Journal","9","3","","1685","1694","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004639491&partnerID=40&md5=2fd4a991ada53bd3383c4bb58c6c67a6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004639491"
"","","","Three phase fault analysis and detection in transmission line based on IOT","2022","Int J Eng Res Technol","","","","10","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201115660&partnerID=40&md5=e91be93fe08139bfe9594b6dc72f067d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85201115660"
"","","","Empowering IoT predictive maintenance solutions with AI: A distributed system for manufacturing plant-wide monitoring","2022","IEEE Trans. Parallel Distrib. Syst.","33","3","","683","697","14","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141449166&partnerID=40&md5=a4ad675bc6ff5618ca4d2c35f8ffee85","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85141449166"
"","","","","2022","A deep learning framework for sensor-equipped machine health indicator construction and remaining useful life prediction","172","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179619589&partnerID=40&md5=53c36bea2dd23ea279b162349d931a42","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85179619589"
"","","","Automatic Fault Detection in Transmission Line Using IOT","2022","International Journal of Research in Engineering and cience (IJRES)","10","5","","92","98","6","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202914916&partnerID=40&md5=1c860d2620f83f703685082061504ab5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85202914916"
"","","","Underground Cable Fault Detection using IOT","2022","International journal of engineering research & technology","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166229117&partnerID=40&md5=1a0ef94b518b1e2178e7fcdccea2b9c2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85166229117"
"","","","Experimental Analysis on Fault Detection in Induction Machines via IoT and Machine Learning","2022","Proceedings of the International Conference on Intelligent Computing, Communication and Information Security","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194146029&partnerID=40&md5=90fcb18e82558bab58cb0782bef6dcf3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85194146029"
"","","","","2023","Sensor Fault Detection and Isolation in Autonomous Nonlinear Systems Using Neural Network-Based Observers","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199123724&partnerID=40&md5=6cc145a692400df4af45e170e3c18ffd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85199123724"
"","","","Stuck-At Fault Detection in Ripple Carry Adders with FPGA","2023","Embracing Machines and Humanity through Cognitive Computing and Iot","","","","23","31","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183434568&partnerID=40&md5=571b442639e7810bf3b1be8db22002ca","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85183434568"
"","","","Research on fault detection and control methods of speed sensors in new energy vehicle drive systems [J]","2022","Journal of Jiujiang University (Natural Science Edition)","37","1","","19","21","2","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010232504&partnerID=40&md5=d762a49c71e283c7ba180e04bc3183bc","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010232504"
"","","","IoT and machine learning enable predictive maintenance for manufacturing systems: A use-case of laser welding machine implementation","2022","SSRN Electron. J.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196291224&partnerID=40&md5=23e8db8a93608a6b0a86724667490ff2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85196291224"
"","","","Predictive maintenance of manhole covers using IoT and machine learning","2022","Proc. Int. Conf. on Emerging Technologies (ICET)","","","","98","103","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010402213&partnerID=40&md5=781f2a13cc06d0c44fe1a290fbe3bd18","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010402213"
